Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,22.92,0.17,1.0,1,CommunicationServices,White,0.085,0.0,0.0,0.0,0.0,ByOtherMeans,0.0,0,0
0,22.42,11.25,0.0,0,Utilities,Black,0.75,1.0,1.0,4.0,0.0,ByBirth,0.0,321,1
1,27.0,1.5,0.0,0,Industrials,White,0.375,1.0,0.0,0.0,1.0,ByBirth,260.0,1065,1
1,29.58,4.75,1.0,1,CommunicationServices,White,2.0,0.0,1.0,1.0,1.0,ByBirth,460.0,68,0
1,28.75,1.5,0.0,0,Energy,White,1.5,1.0,0.0,0.0,1.0,ByBirth,0.0,225,0
1,22.08,11.0,1.0,1,InformationTechnology,White,0.665,1.0,0.0,0.0,0.0,ByBirth,100.0,0,1
1,21.0,4.79,0.0,0,Industrials,White,2.25,1.0,1.0,1.0,1.0,ByBirth,80.0,300,1
1,21.17,0.875,0.0,0,Energy,Black,0.25,,0.0,0.0,0.0,ByBirth,280.0,204,0
0,24.58,0.67,1.0,1,ConsumerStaples,Black,1.75,1.0,0.0,0.0,0.0,ByBirth,400.0,0,0
0,22.67,0.335,1.0,1,Materials,White,0.75,0.0,0.0,0.0,0.0,ByOtherMeans,160.0,0,0
1,22.83,3.0,1.0,1,CommunicationServices,White,1.29,1.0,1.0,1.0,0.0,ByBirth,260.0,800,1
1,19.67,0.375,1.0,1,Materials,White,2.0,1.0,1.0,2.0,1.0,ByBirth,80.0,0,1
1,37.5,1.75,0.0,0,Energy,Asian,0.25,1.0,0.0,0.0,1.0,ByBirth,164.0,400,0
1,23.0,0.75,1.0,1,CommunicationServices,White,0.5,0.0,0.0,0.0,1.0,ByOtherMeans,320.0,0,0
1,19.33,10.915,1.0,1,Energy,Asian,0.585,0.0,1.0,2.0,1.0,ByBirth,200.0,7,0
0,17.67,0.0,0.0,0,Research,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,86.0,0,0
0,22.75,6.165,1.0,1,ConsumerStaples,White,0.165,0.0,0.0,0.0,0.0,ByBirth,220.0,1000,0
0,22.5,0.415,1.0,1,ConsumerDiscretionary,White,0.335,0.0,0.0,0.0,1.0,ByOtherMeans,144.0,0,0
1,34.92,2.5,1.0,1,Industrials,White,0.0,1.0,0.0,0.0,1.0,ByBirth,239.0,200,1
0,22.5,8.46,0.0,0,Utilities,White,2.46,0.0,0.0,0.0,0.0,ByBirth,164.0,0,1
1,39.92,5.0,1.0,1,ConsumerDiscretionary,Asian,0.21,0.0,0.0,0.0,0.0,ByBirth,550.0,0,0
1,31.83,0.04,0.0,0,CommunicationServices,White,0.04,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
1,17.92,0.205,1.0,1,ConsumerStaples,White,0.04,0.0,0.0,0.0,0.0,ByBirth,280.0,750,0
1,32.75,1.5,1.0,1,InformationTechnology,Black,5.5,1.0,1.0,3.0,1.0,ByBirth,0.0,0,1
1,41.42,5.0,1.0,1,Materials,Black,5.0,1.0,1.0,6.0,1.0,ByBirth,470.0,0,1
1,18.58,5.71,1.0,1,Real Estate,White,0.54,0.0,0.0,0.0,0.0,ByBirth,120.0,0,0
1,20.42,7.0,1.0,1,Energy,White,1.625,1.0,1.0,3.0,0.0,ByBirth,200.0,1391,1
1,25.83,12.835,1.0,1,InformationTechnology,White,0.5,0.0,0.0,0.0,0.0,ByBirth,0.0,2,0
1,26.75,2.0,1.0,1,Real Estate,White,0.75,0.0,0.0,0.0,1.0,ByBirth,80.0,0,0
1,28.0,2.0,1.0,1,Financials,Black,4.165,1.0,1.0,2.0,1.0,ByBirth,181.0,0,1
1,32.33,2.5,1.0,1,Energy,White,1.25,0.0,0.0,0.0,1.0,ByBirth,280.0,0,0
1,56.42,28.0,0.0,0,Energy,White,28.5,1.0,1.0,40.0,0.0,ByBirth,0.0,15,1
0,17.92,10.21,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,0.0,50,0
1,29.5,2.0,0.0,0,Education,Black,2.0,0.0,0.0,0.0,0.0,ByBirth,256.0,17,0
0,33.75,0.75,1.0,1,Financials,Asian,1.0,1.0,1.0,3.0,1.0,ByBirth,212.0,0,0
0,41.17,6.5,1.0,1,Materials,White,0.5,1.0,1.0,3.0,1.0,ByBirth,145.0,0,1
1,24.33,6.625,0.0,0,Real Estate,White,5.5,1.0,0.0,0.0,1.0,ByOtherMeans,100.0,0,1
1,40.92,2.25,0.0,0,Utilities,Black,10.0,1.0,0.0,0.0,1.0,ByBirth,176.0,0,0
1,21.25,1.5,1.0,1,Industrials,White,1.5,0.0,0.0,0.0,0.0,ByBirth,150.0,8,1
1,37.5,1.125,0.0,0,Real Estate,White,1.5,0.0,0.0,0.0,1.0,ByBirth,431.0,0,1
1,49.5,7.585,1.0,1,ConsumerDiscretionary,Asian,7.585,1.0,1.0,15.0,1.0,ByBirth,0.0,5000,1
0,19.75,0.75,1.0,1,Energy,White,0.795,1.0,1.0,5.0,1.0,ByBirth,140.0,5,0
1,39.92,0.54,0.0,0,ConsumerStaples,White,0.5,1.0,1.0,3.0,0.0,ByBirth,200.0,1000,1
1,20.42,0.0,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,Temporary,0.0,0,0
0,17.58,9.0,1.0,1,ConsumerStaples,White,1.375,1.0,0.0,0.0,1.0,ByBirth,0.0,0,1
1,57.42,8.5,1.0,1,Education,Black,7.0,1.0,1.0,3.0,0.0,ByBirth,0.0,0,1
1,29.5,0.58,1.0,1,Industrials,White,0.29,0.0,1.0,,0.0,ByBirth,340.0,2803,0
1,23.33,11.625,0.0,0,Industrials,White,0.835,1.0,0.0,0.0,1.0,ByBirth,160.0,300,1
0,29.58,1.75,0.0,0,Financials,White,1.25,0.0,0.0,0.0,1.0,ByBirth,280.0,0,0
1,32.25,14.0,0.0,0,Healthcare,Latino,0.0,0.0,1.0,2.0,0.0,ByBirth,160.0,1,0
1,41.5,1.54,1.0,1,ConsumerDiscretionary,Asian,3.5,0.0,0.0,0.0,0.0,ByBirth,216.0,0,1
0,41.58,1.04,1.0,1,ConsumerStaples,White,0.665,0.0,0.0,0.0,0.0,ByBirth,240.0,237,0
1,39.17,2.5,0.0,0,ConsumerDiscretionary,Black,10.0,0.0,0.0,0.0,1.0,ByOtherMeans,200.0,0,0
0,20.42,0.835,1.0,1,Materials,White,1.585,1.0,1.0,1.0,0.0,ByBirth,0.0,0,1
1,40.58,1.5,1.0,1,ConsumerDiscretionary,Asian,0.0,0.0,0.0,0.0,0.0,ByOtherMeans,300.0,0,0
1,22.08,11.46,1.0,1,Financials,White,1.585,0.0,0.0,0.0,1.0,ByBirth,100.0,1212,0
1,47.83,4.165,1.0,1,Utilities,Asian,0.085,0.0,0.0,0.0,1.0,ByBirth,520.0,0,0
0,33.67,0.375,1.0,1,InformationTechnology,White,0.375,0.0,0.0,0.0,0.0,ByBirth,300.0,44,1
1,39.5,1.625,1.0,1,Energy,White,1.5,0.0,0.0,0.0,0.0,ByBirth,0.0,316,0
0,58.42,21.0,1.0,1,ConsumerDiscretionary,Asian,10.0,1.0,1.0,13.0,0.0,ByBirth,0.0,6700,1
1,21.92,0.5,1.0,1,Energy,White,0.125,0.0,0.0,0.0,0.0,ByBirth,360.0,0,0
1,33.67,2.165,1.0,1,Energy,White,1.5,0.0,0.0,0.0,0.0,Temporary,120.0,0,0
1,23.42,0.585,1.0,1,Energy,Black,0.085,1.0,0.0,0.0,0.0,ByBirth,180.0,0,0
0,15.92,2.875,1.0,1,Materials,White,0.085,0.0,0.0,0.0,0.0,ByBirth,120.0,0,0
1,16.17,0.04,1.0,1,Energy,White,0.04,0.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,18.92,9.25,0.0,0,Energy,White,1.0,1.0,1.0,4.0,1.0,ByBirth,80.0,500,1
0,46.08,3.0,1.0,1,Energy,White,2.375,1.0,1.0,8.0,1.0,ByBirth,396.0,4159,1
1,69.17,9.0,1.0,1,Healthcare,Latino,4.0,0.0,1.0,1.0,0.0,ByBirth,70.0,6,0
1,23.25,1.0,1.0,1,,White,0.835,1.0,0.0,0.0,0.0,ByOtherMeans,300.0,0,1
1,35.0,2.5,1.0,1,ConsumerDiscretionary,White,1.0,0.0,0.0,0.0,1.0,ByBirth,210.0,0,0
0,29.5,1.085,0.0,0,Utilities,White,1.0,0.0,0.0,0.0,0.0,ByBirth,280.0,13,0
1,22.58,10.04,1.0,1,,White,0.04,1.0,1.0,9.0,0.0,ByBirth,60.0,396,1
1,28.46,3.0,0.0,0,ConsumerDiscretionary,Asian,7.0,0.0,0.0,0.0,0.0,ByBirth,0.0,1,0
1,33.58,2.75,1.0,1,CommunicationServices,White,4.25,1.0,1.0,6.0,0.0,ByBirth,204.0,0,1
0,24.92,1.25,1.0,1,Healthcare,Latino,0.0,1.0,0.0,0.0,0.0,ByBirth,80.0,0,0
1,60.08,14.5,1.0,1,Healthcare,Latino,18.0,1.0,1.0,15.0,1.0,ByBirth,0.0,1000,1
1,31.08,1.5,0.0,0,Industrials,White,0.04,0.0,0.0,0.0,0.0,ByOtherMeans,160.0,0,0
1,31.58,0.75,0.0,0,ConsumerStaples,White,3.5,0.0,0.0,0.0,1.0,ByBirth,320.0,0,0
0,27.25,0.29,1.0,1,CommunicationServices,Black,0.125,0.0,1.0,1.0,1.0,ByBirth,272.0,108,0
1,31.33,19.5,1.0,1,Energy,White,7.0,1.0,1.0,16.0,0.0,ByBirth,0.0,5000,1
1,51.42,0.04,1.0,1,Utilities,Black,0.04,1.0,0.0,0.0,0.0,ByBirth,0.0,3000,1
0,47.42,3.0,1.0,1,Utilities,White,13.875,1.0,1.0,2.0,1.0,ByBirth,519.0,1704,1
0,69.5,6.0,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByOtherMeans,0.0,0,0
1,17.5,22.0,0.0,1,Healthcare,Other,0.0,0.0,0.0,0.0,1.0,Temporary,450.0,100000,1
0,57.08,19.5,1.0,1,Energy,White,5.5,1.0,1.0,7.0,0.0,,0.0,3000,1
1,27.58,3.25,0.0,0,Materials,Black,5.085,0.0,1.0,2.0,1.0,ByBirth,369.0,1,0
0,28.08,15.0,0.0,0,Education,Other,0.0,1.0,0.0,0.0,0.0,ByBirth,0.0,13212,1
1,74.83,19.0,0.0,0,Healthcare,Latino,0.04,0.0,1.0,2.0,0.0,ByBirth,0.0,351,0
1,24.58,13.5,0.0,0,Healthcare,Latino,0.0,0.0,,0.0,0.0,ByBirth,0.0,0,0
1,25.0,11.25,1.0,1,Energy,White,2.5,,1.0,17.0,0.0,ByBirth,200.0,1208,1
0,25.08,2.54,0.0,0,ConsumerStaples,White,0.25,1.0,0.0,0.0,1.0,ByBirth,370.0,0,1
1,28.92,0.375,1.0,1,Energy,White,0.29,0.0,0.0,0.0,0.0,ByBirth,220.0,140,0
0,23.75,0.71,1.0,1,Industrials,White,0.25,0.0,1.0,1.0,1.0,ByBirth,240.0,4,0
1,25.0,12.5,1.0,1,ConsumerStaples,White,3.0,1.0,0.0,0.0,1.0,ByOtherMeans,20.0,0,1
1,40.83,3.5,1.0,1,ConsumerDiscretionary,Asian,0.5,0.0,0.0,0.0,0.0,ByOtherMeans,1160.0,0,0
1,27.58,2.04,0.0,0,ConsumerStaples,White,2.0,,1.0,3.0,1.0,ByBirth,370.0,560,1
0,21.92,11.665,1.0,1,Financials,Black,0.085,0.0,0.0,0.0,0.0,ByBirth,320.0,5,0
1,30.17,0.5,1.0,1,Energy,White,1.75,1.0,1.0,11.0,0.0,ByBirth,32.0,540,1
1,18.33,1.21,0.0,0,Education,Other,0.0,0.0,0.0,0.0,0.0,ByBirth,100.0,0,0
1,39.25,9.5,1.0,1,CommunicationServices,White,6.5,1.0,1.0,14.0,0.0,ByBirth,240.0,4607,1
1,67.75,5.5,1.0,1,Education,Other,13.0,1.0,1.0,1.0,1.0,ByBirth,0.0,0,1
0,33.25,3.0,0.0,0,ConsumerStaples,White,2.0,0.0,0.0,0.0,0.0,ByBirth,180.0,0,0
1,48.5,4.25,1.0,1,CommunicationServices,White,0.125,1.0,0.0,0.0,1.0,ByBirth,225.0,0,1
1,45.33,1.0,1.0,1,Materials,White,0.125,0.0,0.0,0.0,1.0,ByBirth,263.0,0,0
1,21.92,0.54,0.0,0,Utilities,White,0.04,1.0,1.0,1.0,1.0,ByBirth,840.0,59,1
1,22.67,1.585,0.0,0,,White,3.085,1.0,,6.0,0.0,ByBirth,80.0,0,1
0,31.25,3.75,1.0,1,InformationTechnology,Black,0.625,1.0,1.0,9.0,1.0,ByBirth,181.0,0,1
1,22.5,0.125,0.0,0,Financials,White,0.125,0.0,0.0,0.0,0.0,ByBirth,200.0,70,0
1,23.58,0.835,1.0,1,ConsumerDiscretionary,Black,0.085,0.0,0.0,0.0,1.0,ByBirth,220.0,5,0
1,37.33,6.5,1.0,1,CommunicationServices,Black,4.25,1.0,1.0,12.0,1.0,ByBirth,93.0,0,1
1,29.42,1.25,1.0,1,Energy,Black,0.25,0.0,1.0,2.0,1.0,ByBirth,400.0,108,0
1,22.08,0.83,1.0,1,Energy,Black,2.165,,0.0,0.0,1.0,ByBirth,128.0,0,1
1,18.0,0.165,1.0,1,Materials,Other,0.21,0.0,0.0,0.0,0.0,ByBirth,200.0,40,1
1,23.0,0.625,0.0,0,ConsumerStaples,White,0.125,1.0,0.0,0.0,0.0,ByBirth,180.0,1,0
1,39.33,5.875,1.0,1,InformationTechnology,Black,10.0,1.0,1.0,14.0,1.0,ByBirth,399.0,0,1
1,17.08,3.29,1.0,1,ConsumerDiscretionary,White,0.335,0.0,0.0,0.0,1.0,ByBirth,140.0,2,0
0,35.75,0.915,1.0,1,ConsumerStaples,White,0.75,1.0,1.0,4.0,0.0,ByBirth,0.0,1583,1
1,33.17,1.0,1.0,1,Utilities,White,0.75,1.0,1.0,7.0,1.0,ByBirth,340.0,4071,1
0,35.17,3.75,1.0,1,Healthcare,Latino,0.0,0.0,1.0,6.0,0.0,ByBirth,0.0,200,0
1,43.17,2.25,1.0,1,ConsumerDiscretionary,Asian,0.75,1.0,0.0,0.0,0.0,ByBirth,560.0,0,0
1,33.17,2.25,0.0,0,InformationTechnology,White,3.5,0.0,0.0,0.0,1.0,ByBirth,200.0,141,0
1,34.08,2.5,1.0,1,Energy,White,1.0,0.0,0.0,0.0,0.0,ByBirth,460.0,16,0
1,20.67,5.29,1.0,1,Materials,White,0.375,1.0,1.0,1.0,0.0,ByBirth,160.0,0,0
0,19.17,0.585,0.0,0,ConsumerStaples,White,0.585,1.0,0.0,0.0,1.0,ByBirth,160.0,0,0
0,20.42,10.5,0.0,0,Utilities,Black,0.0,0.0,0.0,0.0,1.0,ByBirth,154.0,32,0
0,52.83,15.0,1.0,1,Energy,White,5.5,1.0,1.0,14.0,0.0,ByBirth,0.0,2200,1
1,34.17,2.75,1.0,1,ConsumerDiscretionary,Asian,2.5,0.0,0.0,0.0,1.0,ByBirth,232.0,200,0
1,22.67,2.54,0.0,0,Energy,Black,2.585,1.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,20.83,8.5,1.0,1,Energy,White,0.165,0.0,0.0,0.0,0.0,ByBirth,0.0,351,0
1,16.33,4.085,1.0,1,ConsumerDiscretionary,Black,0.415,0.0,0.0,0.0,1.0,ByBirth,120.0,0,0
1,42.17,5.04,1.0,1,Materials,Black,12.75,1.0,0.0,0.0,1.0,ByBirth,92.0,0,1
1,24.08,0.875,1.0,1,CommunicationServices,White,0.085,0.0,1.0,4.0,0.0,ByBirth,254.0,1950,0
1,23.17,11.125,1.0,1,Utilities,Black,0.46,1.0,1.0,1.0,0.0,ByBirth,100.0,0,1
1,21.42,0.75,0.0,0,Transport,Other,0.75,0.0,0.0,0.0,1.0,ByBirth,132.0,2,0
0,18.08,0.375,0.0,1,InformationTechnology,Latino,10.0,0.0,0.0,0.0,1.0,ByOtherMeans,300.0,0,1
0,58.33,10.0,1.0,1,Materials,White,4.0,1.0,1.0,14.0,0.0,ByBirth,0.0,1602,1
1,23.42,1.0,1.0,1,Energy,White,0.5,0.0,0.0,0.0,1.0,ByOtherMeans,280.0,0,0
1,21.33,10.5,1.0,1,Energy,White,3.0,1.0,0.0,0.0,,ByBirth,0.0,0,1
1,64.08,20.0,1.0,1,Utilities,Black,17.5,1.0,1.0,9.0,1.0,ByBirth,0.0,1000,1
1,63.33,0.54,1.0,1,Energy,White,0.585,1.0,1.0,3.0,1.0,ByBirth,180.0,0,0
0,18.75,7.5,1.0,1,Materials,White,2.71,1.0,1.0,5.0,0.0,ByBirth,0.0,26726,1
1,25.67,2.21,0.0,0,ConsumerStaples,White,4.0,1.0,0.0,0.0,0.0,ByBirth,188.0,0,0
1,21.58,0.79,0.0,0,InformationTechnology,White,0.665,0.0,0.0,0.0,0.0,ByBirth,160.0,0,0
1,38.42,0.705,1.0,1,Energy,White,0.375,0.0,1.0,2.0,0.0,ByBirth,225.0,500,0
1,18.83,0.415,0.0,0,Energy,White,0.165,0.0,1.0,1.0,0.0,,200.0,1,0
1,19.33,9.5,1.0,1,Materials,White,1.0,1.0,0.0,0.0,1.0,ByBirth,60.0,400,1
1,25.75,0.75,1.0,1,Energy,Asian,0.25,1.0,0.0,0.0,0.0,ByBirth,349.0,23,1
1,36.17,0.42,0.0,0,Industrials,White,0.29,0.0,0.0,0.0,1.0,ByBirth,309.0,2,0
0,21.67,11.5,0.0,0,Research,Other,0.0,1.0,1.0,11.0,1.0,ByBirth,0.0,0,1
1,41.17,1.335,1.0,1,Real Estate,White,0.165,0.0,0.0,0.0,0.0,ByBirth,168.0,0,0
0,22.67,7.0,1.0,1,Energy,White,0.165,0.0,0.0,0.0,0.0,ByBirth,160.0,0,0
1,16.25,0.835,1.0,1,CommunicationServices,White,0.085,1.0,0.0,0.0,0.0,ByOtherMeans,200.0,0,0
1,47.67,2.5,1.0,1,CommunicationServices,Asian,2.5,1.0,1.0,12.0,1.0,ByBirth,410.0,2510,1
0,47.75,8.0,1.0,1,Energy,White,7.875,1.0,,6.0,1.0,ByBirth,0.0,1260,1
1,22.67,0.75,1.0,1,ConsumerDiscretionary,White,1.585,0.0,1.0,1.0,1.0,ByBirth,400.0,9,0
1,17.67,4.46,1.0,1,Energy,White,0.25,0.0,0.0,,0.0,ByOtherMeans,80.0,0,0
1,21.08,4.125,0.0,0,ConsumerDiscretionary,Black,0.04,0.0,0.0,0.0,0.0,ByBirth,140.0,100,0
1,39.42,1.71,0.0,0,CommunicationServices,White,0.165,0.0,0.0,0.0,0.0,ByOtherMeans,400.0,0,0
0,15.83,0.585,1.0,1,Energy,Black,1.5,1.0,1.0,2.0,0.0,ByBirth,100.0,0,1
1,33.17,3.165,0.0,0,Utilities,White,3.165,1.0,1.0,3.0,1.0,ByBirth,380.0,0,1
1,26.67,4.25,1.0,1,InformationTechnology,White,4.29,1.0,1.0,1.0,1.0,ByBirth,120.0,0,1
1,36.67,4.415,0.0,0,,White,0.25,1.0,1.0,10.0,1.0,ByBirth,320.0,0,1
1,31.08,3.085,1.0,1,Energy,White,2.5,0.0,1.0,2.0,1.0,ByBirth,160.0,41,0
1,32.92,2.5,1.0,1,ConsumerStaples,White,1.75,0.0,1.0,2.0,1.0,ByBirth,720.0,0,0
1,22.67,0.165,1.0,1,Energy,Other,2.25,0.0,0.0,0.0,1.0,ByOtherMeans,0.0,0,1
1,47.33,6.5,1.0,1,Energy,White,1.0,0.0,0.0,0.0,1.0,ByBirth,0.0,228,0
0,47.0,,1.0,1,ConsumerDiscretionary,Asian,,1.0,1.0,9.0,1.0,ByBirth,0.0,0,1
1,26.67,1.75,0.0,0,Energy,White,1.0,1.0,1.0,5.0,1.0,ByBirth,160.0,5777,1
1,39.58,13.915,1.0,1,Industrials,White,8.625,1.0,1.0,6.0,1.0,ByBirth,70.0,0,1
1,20.17,9.25,1.0,1,Energy,White,1.665,1.0,1.0,3.0,1.0,ByBirth,40.0,28,1
1,28.46,10.5,1.0,1,Utilities,White,6.5,1.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,28.58,3.75,1.0,1,Energy,White,0.25,0.0,1.0,1.0,1.0,ByBirth,40.0,154,0
1,26.75,1.125,1.0,1,Utilities,Black,1.25,1.0,0.0,0.0,0.0,ByBirth,0.0,5298,1
1,52.42,1.5,1.0,1,Real Estate,White,3.75,0.0,0.0,0.0,1.0,ByBirth,0.0,350,0
1,21.17,0.0,1.0,1,Energy,White,0.5,0.0,0.0,0.0,1.0,ByOtherMeans,0.0,0,0
1,34.83,4.0,1.0,1,Real Estate,Asian,12.5,1.0,0.0,0.0,1.0,ByBirth,0.0,0,0
1,19.67,10.0,0.0,0,Financials,Black,0.835,1.0,0.0,0.0,1.0,ByBirth,140.0,0,0
1,34.58,0.0,1.0,1,Energy,White,0.0,0.0,0.0,0.0,0.0,Temporary,0.0,0,0
1,32.42,2.165,0.0,0,Financials,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,120.0,0,0
1,22.92,3.165,0.0,0,Energy,White,0.165,0.0,0.0,0.0,0.0,ByBirth,160.0,1058,0
1,36.08,2.54,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,0.0,1000,0
1,21.5,11.5,1.0,1,ConsumerDiscretionary,White,0.5,1.0,0.0,0.0,1.0,ByBirth,100.0,68,0
1,50.75,0.585,1.0,1,Healthcare,Latino,0.0,0.0,0.0,0.0,0.0,ByBirth,145.0,0,0
1,39.5,4.25,1.0,1,Energy,Asian,6.5,1.0,1.0,16.0,0.0,ByBirth,117.0,1210,1
1,21.17,0.25,0.0,0,Energy,Black,0.25,0.0,0.0,0.0,0.0,ByBirth,280.0,204,0
1,20.25,9.96,1.0,1,Education,Other,0.0,1.0,0.0,0.0,0.0,ByBirth,0.0,0,1
0,18.58,10.0,1.0,1,Real Estate,White,0.415,0.0,0.0,0.0,0.0,ByBirth,80.0,42,0
1,31.83,2.5,1.0,1,ConsumerStaples,White,7.5,1.0,0.0,0.0,1.0,ByBirth,523.0,0,0
1,36.75,0.125,0.0,0,Energy,White,1.5,0.0,0.0,0.0,1.0,ByBirth,232.0,113,1
0,22.92,11.585,1.0,1,InformationTechnology,White,0.04,1.0,0.0,0.0,0.0,ByBirth,80.0,1349,1
1,24.75,0.54,1.0,1,CommunicationServices,White,1.0,0.0,0.0,0.0,1.0,ByBirth,120.0,1,0
0,56.5,16.0,1.0,1,Research,Latino,0.0,1.0,1.0,15.0,0.0,ByBirth,0.0,247,1
1,28.46,0.375,,1,Real Estate,White,0.875,1.0,0.0,0.0,1.0,ByOtherMeans,928.0,0,0
1,22.75,11.5,1.0,1,ConsumerDiscretionary,White,0.415,0.0,0.0,0.0,0.0,ByBirth,0.0,0,0
1,28.25,5.125,1.0,1,Utilities,White,4.75,1.0,1.0,2.0,0.0,ByBirth,420.0,7,1
1,48.17,3.5,1.0,1,ConsumerStaples,White,3.5,1.0,0.0,0.0,0.0,ByOtherMeans,230.0,0,1
1,31.67,0.83,1.0,1,Utilities,White,1.335,1.0,1.0,8.0,1.0,ByBirth,303.0,3290,1
1,23.33,1.5,1.0,1,Energy,Black,1.415,1.0,0.0,0.0,0.0,ByBirth,422.0,200,1
1,26.17,12.5,0.0,0,Financials,Black,1.25,0.0,0.0,0.0,1.0,ByBirth,0.0,17,0
1,30.33,0.5,1.0,1,Real Estate,Black,0.085,0.0,0.0,0.0,1.0,ByOtherMeans,252.0,0,0
0,47.25,0.75,1.0,1,Materials,Black,2.75,1.0,1.0,1.0,0.0,ByBirth,333.0,892,1
0,17.83,11.0,1.0,1,Utilities,Black,1.0,1.0,1.0,11.0,0.0,ByBirth,0.0,3000,1
1,22.08,2.335,1.0,1,Financials,White,0.75,0.0,0.0,0.0,0.0,ByBirth,180.0,0,0
0,19.5,0.165,1.0,1,Materials,White,0.04,0.0,0.0,0.0,1.0,ByBirth,380.0,0,0
1,28.46,0.625,1.0,1,Financials,White,0.25,0.0,0.0,0.0,0.0,ByBirth,380.0,2010,0
0,19.17,5.415,1.0,1,ConsumerDiscretionary,Black,0.29,0.0,0.0,0.0,0.0,ByBirth,80.0,484,0
0,18.42,9.25,1.0,1,Materials,White,1.21,1.0,1.0,4.0,0.0,ByBirth,60.0,540,1
1,23.92,0.585,0.0,0,InformationTechnology,Black,0.125,0.0,0.0,0.0,0.0,ByBirth,240.0,1,0
1,15.17,7.0,1.0,1,Education,White,1.0,0.0,0.0,0.0,0.0,ByBirth,600.0,0,0
0,30.67,12.0,1.0,1,Energy,White,2.0,1.0,1.0,1.0,0.0,ByBirth,220.0,19,1
1,32.67,9.0,0.0,0,Industrials,Black,5.25,1.0,0.0,0.0,1.0,ByBirth,154.0,0,1
0,28.42,3.5,1.0,1,Industrials,White,0.835,1.0,0.0,0.0,0.0,ByOtherMeans,280.0,0,1
1,27.25,1.665,1.0,1,InformationTechnology,Black,5.085,1.0,1.0,9.0,0.0,ByBirth,399.0,827,1
1,37.33,2.665,1.0,1,InformationTechnology,White,0.165,0.0,0.0,0.0,1.0,ByBirth,0.0,501,0
0,38.58,5.0,1.0,1,InformationTechnology,White,13.5,1.0,0.0,0.0,1.0,ByBirth,980.0,0,0
0,20.67,1.835,1.0,1,Materials,White,2.085,1.0,1.0,5.0,0.0,ByBirth,220.0,2503,1
0,23.0,11.75,1.0,1,Utilities,Black,0.5,1.0,1.0,2.0,1.0,ByBirth,300.0,551,1
